	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1170	0	0
2	60	1175	9	24
3	90	1096	37	116
4	120	962	70	256
5	150	860	97	364
6	180	792	119	439
7	210	796	124	459
8	240	820	124	469
9	270	848	124	472
10	300	877	124	474
11	330	908	125	477
12	360	899	151	487
13	390	775	258	524
14	420	676	339	570
15	450	625	393	605
16	480	600	422	618
17	510	601	430	624
18	540	615	432	626
19	570	637	432	617
20	600	650	432	533
21	630	679	432	403
22	660	699	439	288
23	690	635	519	208
24	720	562	602	193
25	750	512	658	190
26	780	488	687	197
27	810	501	699	198
28	840	522	703	197
29	870	541	703	194
30	900	555	703	161
31	930	585	703	120
32	960	615	704	80
33	990	581	756	63
34	1020	503	845	60
35	1050	449	907	71
36	1080	422	946	73
37	1110	425	964	73
38	1140	443	966	73
39	1170	462	966	72
40	1200	476	966	69
41	1230	486	966	53
42	1260	498	966	47
43	1290	499	981	39
44	1320	437	1056	37
45	1350	410	1103	39
46	1380	384	1139	39
47	1410	375	1158	42
48	1440	378	1160	45
