	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1188
2	60	15	33	1175
3	90	45	124	1089
4	120	70	249	975
5	150	98	342	885
6	180	119	428	804
7	210	124	470	777
8	240	124	475	795
9	270	124	478	813
10	300	124	478	842
11	330	170	479	829
12	360	241	508	747
13	390	306	539	676
14	420	355	568	621
15	450	378	596	590
16	480	386	603	595
17	510	388	607	619
18	540	388	607	636
19	570	388	588	659
20	600	410	511	658
21	630	489	398	581
22	660	546	304	537
23	690	588	236	510
24	720	612	187	493
25	750	615	183	502
26	780	616	180	523
27	810	616	180	543
28	840	616	182	560
29	870	642	163	550
30	900	712	136	499
31	930	767	111	451
32	960	805	88	418
33	990	825	82	414
34	1020	831	77	416
35	1050	833	77	429
36	1080	833	77	446
37	1110	834	76	459
38	1140	845	63	462
39	1170	884	57	433
40	1200	933	58	380
41	1230	959	50	365
42	1260	979	52	354
43	1290	982	52	360
44	1320	983	53	375
45	1350	983	51	391
46	1380	983	54	408
47	1410	984	48	418
48	1440	1018	49	387
