	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1165	0
2	60	24	1181	11
3	90	119	1097	26
4	120	263	954	56
5	150	362	859	84
6	180	436	791	100
7	210	459	792	100
8	240	466	814	100
9	270	466	848	100
10	300	467	882	100
11	330	467	916	100
12	360	468	945	100
13	390	475	926	138
14	420	508	820	241
15	450	560	708	326
16	480	599	642	379
17	510	627	606	403
18	540	635	606	407
19	570	621	619	407
20	600	542	639	407
21	630	412	661	407
22	660	297	676	407
23	690	219	703	407
24	720	187	711	434
25	750	193	609	548
26	780	207	534	634
27	810	222	508	666
28	840	232	490	683
29	870	235	502	688
30	900	236	510	688
31	930	204	527	688
32	960	159	547	688
33	990	117	564	688
34	1020	86	591	688
35	1050	77	594	695
36	1080	81	530	764
37	1110	94	460	837
38	1140	104	422	883
39	1170	111	409	902
40	1200	111	418	909
41	1230	112	433	909
42	1260	99	436	909
43	1290	85	448	909
44	1320	71	467	909
45	1350	60	485	909
46	1380	56	500	911
47	1410	61	446	971
48	1440	68	371	1049
