	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1168	1
2	60	19	1153	31
3	90	53	1071	115
4	120	88	945	244
5	150	118	860	339
6	180	140	791	411
7	210	158	751	445
8	240	192	714	475
9	270	219	700	500
10	300	247	671	519
11	330	264	649	537
12	360	276	655	548
13	390	302	646	554
14	420	334	625	561
15	450	361	618	568
16	480	375	626	575
17	510	385	632	580
18	540	405	627	584
19	570	446	594	571
20	600	472	585	504
21	630	491	584	380
22	660	504	592	276
23	690	523	590	200
24	720	548	588	168
25	750	574	573	148
26	780	588	575	127
27	810	613	564	116
28	840	621	575	94
29	870	646	566	87
30	900	675	550	87
31	930	697	543	82
32	960	714	551	78
33	990	727	559	76
34	1020	747	557	72
35	1050	775	546	73
36	1080	803	544	63
37	1110	821	549	59
38	1140	837	548	59
39	1170	843	561	58
40	1200	871	547	63
41	1230	898	531	64
42	1260	918	524	59
43	1290	935	520	55
44	1320	938	525	52
45	1350	957	518	51
46	1380	974	508	53
47	1410	995	499	51
48	1440	1009	508	46
