	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1170
2	60	25	13	1173
3	90	164	48	1028
4	120	285	72	922
5	150	383	101	826
6	180	443	125	766
7	210	473	131	750
8	240	483	133	767
9	270	488	151	772
10	300	519	211	707
11	330	546	243	663
12	360	569	287	623
13	390	583	312	603
14	420	593	318	611
15	450	597	319	625
16	480	598	328	637
17	510	605	370	608
18	540	627	419	561
19	570	621	443	546
20	600	514	453	542
21	630	387	459	554
22	660	285	460	568
23	690	216	472	566
24	720	183	509	553
25	750	179	554	521
26	780	178	578	508
27	810	155	598	499
28	840	135	603	505
29	870	105	605	512
30	900	94	608	517
31	930	84	641	501
32	960	84	691	471
33	990	87	723	446
34	1020	86	739	439
35	1050	70	746	442
36	1080	62	746	463
37	1110	52	751	473
38	1140	53	781	449
39	1170	56	814	423
40	1200	56	835	411
41	1230	57	855	404
42	1260	52	860	417
43	1290	50	861	429
44	1320	49	862	451
45	1350	45	886	441
46	1380	48	928	405
47	1410	50	952	392
48	1440	50	976	373
