	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1203	0	0
2	60	1195	21	22
3	90	1083	136	49
4	120	940	271	79
5	150	851	368	111
6	180	767	438	139
7	210	747	480	148
8	240	781	492	150
9	270	802	495	150
10	300	820	495	160
11	330	765	512	223
12	360	699	547	278
13	390	655	571	319
14	420	623	601	355
15	450	627	611	368
16	480	639	620	369
17	510	660	620	369
18	540	675	621	371
19	570	660	611	405
20	600	602	525	478
21	630	565	400	525
22	660	539	299	562
23	690	532	230	573
24	720	550	190	574
25	750	572	174	574
26	780	592	171	574
27	810	594	171	589
28	840	556	163	642
29	870	508	137	700
30	900	495	121	733
31	930	488	90	748
32	960	503	80	752
33	990	525	69	752
34	1020	540	72	752
35	1050	556	72	757
36	1080	548	72	790
37	1110	516	70	834
38	1140	488	66	866
39	1170	467	59	896
40	1200	464	54	911
41	1230	473	51	916
42	1260	479	51	916
43	1290	489	50	916
44	1320	485	51	930
45	1350	448	52	990
46	1380	412	49	1030
47	1410	392	47	1059
48	1440	389	45	1079
