	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1157	0	0
2	60	1166	27	11
3	90	1059	140	39
4	120	924	270	66
5	150	817	381	91
6	180	753	453	111
7	210	742	487	116
8	240	763	499	118
9	270	784	503	118
10	300	803	503	119
11	330	819	504	121
12	360	791	514	172
13	390	691	547	260
14	420	588	585	338
15	450	555	612	370
16	480	529	630	395
17	510	543	638	397
18	540	549	641	399
19	570	564	620	399
20	600	573	537	399
21	630	593	408	401
22	660	565	295	445
23	690	511	221	508
24	720	469	188	563
25	750	430	184	598
26	780	423	186	610
27	810	428	188	612
28	840	439	187	612
29	870	457	181	612
30	900	470	156	612
31	930	494	114	615
32	960	453	89	664
33	990	404	75	721
34	1020	377	75	748
35	1050	356	73	776
36	1080	357	76	785
37	1110	360	78	788
38	1140	373	74	789
39	1170	383	68	789
40	1200	410	57	789
41	1230	416	52	791
42	1260	387	43	828
43	1290	343	40	883
44	1320	328	41	908
45	1350	316	43	930
46	1380	305	42	947
47	1410	317	41	948
48	1440	326	42	948
