	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1165
2	60	28	13	1164
3	90	132	56	1051
4	120	247	81	955
5	150	344	114	851
6	180	408	139	786
7	210	441	151	761
8	240	474	189	708
9	270	502	220	677
10	300	539	245	652
11	330	562	262	632
12	360	571	269	635
13	390	582	285	640
14	420	594	324	609
15	450	606	347	596
16	480	614	365	594
17	510	620	376	604
18	540	622	383	616
19	570	607	429	593
20	600	521	458	583
21	630	412	484	576
22	660	320	497	591
23	690	251	506	597
24	720	213	527	593
25	750	186	549	584
26	780	156	572	577
27	810	122	583	584
28	840	99	587	602
29	870	91	615	589
30	900	85	643	573
31	930	78	668	566
32	960	67	686	564
33	990	63	704	562
34	1020	57	722	554
35	1050	56	750	539
36	1080	52	777	535
37	1110	44	797	539
38	1140	44	808	544
39	1170	45	813	567
40	1200	47	841	555
41	1230	45	865	547
42	1260	49	883	540
43	1290	50	901	534
44	1320	46	910	556
45	1350	45	934	547
46	1380	45	959	531
47	1410	45	981	521
48	1440	46	1010	511
