	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1163	0
2	60	6	1169	27
3	90	41	1066	131
4	120	75	925	274
5	150	99	838	370
6	180	119	768	442
7	210	127	752	473
8	240	127	771	478
9	270	127	787	481
10	300	146	778	486
11	330	209	710	512
12	360	267	634	552
13	390	307	575	584
14	420	330	549	616
15	450	341	540	624
16	480	344	549	629
17	510	345	567	630
18	540	352	577	631
19	570	389	555	623
20	600	425	527	542
21	630	466	493	406
22	660	492	475	310
23	690	505	471	238
24	720	508	486	201
25	750	508	504	194
26	780	511	515	192
27	810	547	489	189
28	840	596	446	174
29	870	632	420	140
30	900	667	397	113
31	930	681	392	83
32	960	682	405	75
33	990	682	423	67
34	1020	682	438	68
35	1050	691	444	68
36	1080	740	404	71
37	1110	774	384	64
38	1140	794	368	60
39	1170	812	363	56
40	1200	814	373	52
41	1230	814	391	52
42	1260	814	410	49
43	1290	815	430	49
44	1320	848	412	50
45	1350	891	374	48
46	1380	917	361	43
47	1410	938	352	39
48	1440	949	348	38
