	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1169	2
2	60	8	1178	27
3	90	46	1079	120
4	120	83	942	254
5	150	104	843	365
6	180	126	775	442
7	210	134	753	480
8	240	134	770	489
9	270	134	790	496
10	300	134	816	504
11	330	134	835	505
12	360	134	858	506
13	390	134	873	507
14	420	134	902	508
15	450	134	929	508
16	480	134	957	508
17	510	134	983	510
18	540	134	1022	509
19	570	135	1051	492
20	600	179	1020	422
21	630	331	862	315
22	660	447	736	230
23	690	540	620	197
24	720	577	574	179
25	750	592	555	180
26	780	593	573	178
27	810	594	597	173
28	840	594	627	169
29	870	594	645	168
30	900	594	666	168
31	930	594	690	167
32	960	594	711	167
33	990	594	726	169
34	1020	594	750	168
35	1050	594	780	168
36	1080	594	802	170
37	1110	594	831	167
38	1140	604	845	139
39	1170	692	782	114
40	1200	825	653	92
41	1230	923	544	79
42	1260	970	507	67
43	1290	993	499	70
44	1320	1001	506	71
45	1350	1001	524	71
46	1380	1001	538	71
47	1410	1001	564	70
48	1440	1001	581	71
