	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1177	3
2	60	10	1174	27
3	90	41	1041	154
4	120	73	913	273
5	150	107	830	345
6	180	134	761	408
7	210	140	750	439
8	240	142	759	444
9	270	170	753	449
10	300	214	722	470
11	330	263	655	506
12	360	293	605	536
13	390	308	596	551
14	420	310	600	559
15	450	311	618	562
16	480	341	609	562
17	510	378	585	571
18	540	411	556	587
19	570	447	535	585
20	600	455	534	482
21	630	459	534	366
22	660	462	548	285
23	690	491	531	217
24	720	547	492	186
25	750	578	471	186
26	780	605	450	191
27	810	616	446	177
28	840	619	462	146
29	870	621	472	114
30	900	647	460	94
31	930	677	443	88
32	960	702	427	92
33	990	718	419	97
34	1020	726	423	91
35	1050	727	432	76
36	1080	731	450	65
37	1110	750	445	59
38	1140	788	411	55
39	1170	810	401	53
40	1200	837	389	53
41	1230	848	395	52
42	1260	849	404	48
43	1290	849	418	38
44	1320	877	402	36
45	1350	904	385	40
46	1380	933	365	43
47	1410	948	366	43
48	1440	958	373	41
