	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1166
2	60	29	17	1155
3	90	150	48	1038
4	120	285	81	885
5	150	368	107	794
6	180	429	118	743
7	210	443	119	748
8	240	452	119	765
9	270	454	119	788
10	300	456	119	809
11	330	458	119	841
12	360	460	119	875
13	390	460	119	903
14	420	460	119	933
15	450	462	119	955
16	480	466	119	976
17	510	466	119	1011
18	540	466	119	1047
19	570	448	119	1086
20	600	352	119	1118
21	630	217	119	1156
22	660	122	119	1183
23	690	61	119	1218
24	720	42	119	1247
25	750	33	119	1280
26	780	35	119	1316
27	810	39	148	1309
28	840	66	381	1090
29	870	121	587	863
30	900	185	705	708
31	930	242	759	626
32	960	256	766	627
33	990	256	767	644
34	1020	258	768	661
35	1050	260	768	676
36	1080	260	768	696
37	1110	261	768	707
38	1140	257	768	726
39	1170	254	768	749
40	1200	250	768	775
41	1230	248	768	792
42	1260	248	768	819
43	1290	245	768	848
44	1320	242	768	883
45	1350	221	768	907
46	1380	165	768	929
47	1410	102	768	958
48	1440	40	768	999
