	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	3	1163	2
2	60	22	1160	25
3	90	57	1050	133
4	120	90	926	250
5	150	124	836	331
6	180	139	793	397
7	210	147	772	436
8	240	149	778	444
9	270	150	795	449
10	300	191	781	453
11	330	254	716	481
12	360	320	640	516
13	390	357	603	535
14	420	381	575	562
15	450	383	572	577
16	480	384	592	578
17	510	385	616	579
18	540	403	608	582
19	570	453	576	572
20	600	507	532	489
21	630	538	502	381
22	660	551	493	304
23	690	554	495	244
24	720	554	513	195
25	750	554	526	186
26	780	573	525	182
27	810	625	480	183
28	840	666	449	162
29	870	698	431	133
30	900	714	427	111
31	930	723	432	94
32	960	725	447	75
33	990	725	460	71
34	1020	737	466	72
35	1050	792	418	71
36	1080	826	395	68
37	1110	842	393	65
38	1140	854	392	53
39	1170	858	395	43
40	1200	858	406	39
41	1230	858	416	38
42	1260	873	413	38
43	1290	911	381	42
44	1320	949	350	41
45	1350	978	329	38
46	1380	998	313	37
47	1410	1005	317	32
48	1440	1006	326	30
