	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1164	1
2	60	34	1151	14
3	90	148	1033	52
4	120	275	919	82
5	150	389	803	110
6	180	442	751	129
7	210	471	727	137
8	240	479	745	140
9	270	495	718	175
10	300	526	665	225
11	330	561	616	272
12	360	591	576	300
13	390	612	555	320
14	420	614	564	325
15	450	621	575	327
16	480	625	553	362
17	510	637	513	409
18	540	643	499	431
19	570	627	489	445
20	600	544	481	456
21	630	414	489	460
22	660	292	501	463
23	690	230	480	500
24	720	202	460	531
25	750	191	447	553
26	780	187	436	571
27	810	165	440	579
28	840	131	450	582
29	870	100	452	591
30	900	83	425	625
31	930	82	411	653
32	960	77	403	675
33	990	79	385	701
34	1020	66	392	707
35	1050	60	405	708
36	1080	54	414	712
37	1110	53	403	740
38	1140	55	391	764
39	1170	58	381	781
40	1200	60	368	800
41	1230	59	363	805
42	1260	59	373	805
43	1290	57	376	815
44	1320	53	356	848
45	1350	52	346	870
46	1380	52	336	887
47	1410	48	331	897
48	1440	43	343	903
