	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1166	0	1
2	60	1149	13	32
3	90	1047	44	140
4	120	932	80	249
5	150	829	110	339
6	180	749	142	405
7	210	719	158	441
8	240	729	158	451
9	270	746	159	451
10	300	752	172	454
11	330	680	245	474
12	360	615	300	505
13	390	581	332	529
14	420	550	362	555
15	450	536	378	568
16	480	548	379	575
17	510	568	379	577
18	540	578	380	577
19	570	568	405	563
20	600	537	457	478
21	630	497	496	368
22	660	471	535	294
23	690	454	560	225
24	720	470	561	182
25	750	491	561	169
26	780	514	561	169
27	810	523	569	169
28	840	492	611	160
29	870	466	652	134
30	900	445	682	111
31	930	440	702	90
32	960	441	710	72
33	990	453	710	67
34	1020	466	710	64
35	1050	484	712	63
36	1080	467	739	64
37	1110	431	783	61
38	1140	407	814	59
39	1170	386	845	49
40	1200	387	856	44
41	1230	398	860	45
42	1260	404	860	47
43	1290	426	860	47
44	1320	421	874	47
45	1350	387	914	46
46	1380	340	965	47
47	1410	327	983	48
48	1440	311	1009	47
