	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1173
2	60	25	15	1164
3	90	130	47	1046
4	120	271	82	899
5	150	373	105	799
6	180	438	124	733
7	210	479	129	714
8	240	488	130	725
9	270	488	130	755
10	300	489	131	772
11	330	490	155	772
12	360	507	226	704
13	390	530	284	648
14	420	555	338	582
15	450	570	370	549
16	480	575	377	558
17	510	579	377	583
18	540	579	377	599
19	570	571	377	608
20	600	489	385	617
21	630	353	436	583
22	660	253	491	538
23	690	187	531	503
24	720	153	563	484
25	750	150	572	481
26	780	151	574	500
27	810	151	574	516
28	840	150	574	526
29	870	141	576	543
30	900	119	615	521
31	930	101	680	463
32	960	87	721	439
33	990	86	754	416
34	1020	85	764	424
35	1050	87	766	437
36	1080	82	766	450
37	1110	80	766	467
38	1140	74	766	483
39	1170	65	789	475
40	1200	60	850	418
41	1230	57	888	389
42	1260	49	920	367
43	1290	49	933	364
44	1320	50	937	373
45	1350	49	937	386
46	1380	49	937	394
47	1410	48	937	407
48	1440	40	942	412
