	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1160	4
2	60	17	1146	25
3	90	52	1043	120
4	120	78	904	260
5	150	104	817	354
6	180	129	725	435
7	210	137	697	478
8	240	137	710	490
9	270	137	727	494
10	300	137	748	496
11	330	137	766	499
12	360	137	787	499
13	390	137	816	500
14	420	137	833	501
15	450	137	856	501
16	480	137	886	501
17	510	137	918	502
18	540	137	954	499
19	570	137	998	491
20	600	137	1024	406
21	630	137	1059	266
22	660	137	1091	181
23	690	186	1069	96
24	720	362	879	78
25	750	511	719	100
26	780	592	616	143
27	810	645	555	166
28	840	662	533	180
29	870	664	545	186
30	900	664	568	187
31	930	664	591	185
32	960	664	617	185
33	990	664	648	186
34	1020	664	660	186
35	1050	664	672	185
36	1080	664	704	180
37	1110	664	717	182
38	1140	664	743	181
39	1170	664	765	179
40	1200	664	789	175
41	1230	664	810	154
42	1260	664	827	114
43	1290	664	861	66
44	1320	671	874	41
45	1350	772	792	25
46	1380	908	669	35
47	1410	1002	588	48
48	1440	1060	531	69
