	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1172	0
2	60	35	1157	20
3	90	148	1048	52
4	120	256	935	90
5	150	371	824	117
6	180	453	746	139
7	210	485	721	147
8	240	495	735	147
9	270	497	773	147
10	300	502	780	162
11	330	520	717	225
12	360	560	652	276
13	390	588	608	307
14	420	618	573	331
15	450	631	559	348
16	480	639	578	351
17	510	641	597	351
18	540	644	605	356
19	570	628	575	395
20	600	537	544	439
21	630	429	513	469
22	660	322	486	502
23	690	232	478	520
24	720	201	485	525
25	750	189	496	526
26	780	186	508	526
27	810	182	517	538
28	840	175	497	569
29	870	141	459	619
30	900	113	446	650
31	930	94	426	678
32	960	81	440	685
33	990	75	456	689
34	1020	73	475	689
35	1050	71	489	690
36	1080	70	481	724
37	1110	68	444	767
38	1140	66	427	802
39	1170	62	417	826
40	1200	62	421	832
41	1230	66	423	836
42	1260	65	435	836
43	1290	65	452	836
44	1320	66	451	852
45	1350	66	422	891
46	1380	61	396	930
47	1410	63	374	958
48	1440	55	359	988
