	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1172	0
2	60	34	1163	15
3	90	119	1060	57
4	120	264	918	91
5	150	361	819	126
6	180	422	778	136
7	210	450	767	139
8	240	462	784	139
9	270	466	800	139
10	300	468	826	139
11	330	470	853	139
12	360	470	884	139
13	390	470	904	139
14	420	472	937	139
15	450	480	965	139
16	480	480	994	139
17	510	481	1027	139
18	540	481	1074	139
19	570	464	1091	139
20	600	387	1059	191
21	630	297	874	360
22	660	249	713	485
23	690	218	625	564
24	720	224	560	603
25	750	222	559	608
26	780	222	577	610
27	810	220	598	610
28	840	218	616	610
29	870	220	624	610
30	900	220	636	610
31	930	219	657	610
32	960	215	681	610
33	990	214	697	610
34	1020	213	718	610
35	1050	212	739	610
36	1080	210	764	610
37	1110	206	796	610
38	1140	175	802	630
39	1170	133	666	766
40	1200	122	543	877
41	1230	93	468	955
42	1260	92	443	983
43	1290	91	452	990
44	1320	90	470	991
45	1350	90	486	991
46	1380	92	498	991
47	1410	91	508	991
48	1440	91	531	991
