	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1181	0	3
2	60	1179	16	30
3	90	1048	60	136
4	120	917	97	273
5	150	802	135	369
6	180	734	158	437
7	210	704	168	482
8	240	725	168	492
9	270	744	168	497
10	300	746	184	499
11	330	684	236	527
12	360	611	300	553
13	390	548	350	592
14	420	509	376	617
15	450	504	385	626
16	480	510	387	632
17	510	530	387	632
18	540	536	387	632
19	570	513	423	618
20	600	475	468	542
21	630	429	509	416
22	660	408	529	316
23	690	408	539	249
24	720	418	545	199
25	750	432	546	189
26	780	442	546	183
27	810	449	552	184
28	840	419	588	171
29	870	395	621	147
30	900	368	655	115
31	930	357	672	91
32	960	365	680	82
33	990	381	683	78
34	1020	392	683	76
35	1050	401	685	75
36	1080	390	706	75
37	1110	365	741	66
38	1140	350	771	59
39	1170	344	789	46
40	1200	339	804	43
41	1230	349	805	43
42	1260	359	805	43
43	1290	374	806	43
44	1320	377	819	42
45	1350	343	856	42
46	1380	322	885	38
47	1410	314	906	34
48	1440	306	923	29
