	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1186	0	0
2	60	1194	12	29
3	90	1095	40	137
4	120	949	73	277
5	150	847	110	377
6	180	778	130	453
7	210	749	139	491
8	240	759	140	505
9	270	784	140	508
10	300	803	141	509
11	330	833	141	511
12	360	813	187	518
13	390	725	274	545
14	420	655	330	583
15	450	598	382	618
16	480	570	417	638
17	510	574	425	643
18	540	604	425	644
19	570	627	426	627
20	600	651	426	534
21	630	675	426	396
22	660	681	444	284
23	690	595	538	218
24	720	531	594	192
25	750	487	635	193
26	780	481	653	193
27	810	479	662	192
28	840	491	662	190
29	870	500	662	188
30	900	516	662	165
31	930	536	662	126
32	960	539	678	92
33	990	489	733	76
34	1020	442	797	75
35	1050	419	832	80
36	1080	409	862	81
37	1110	413	871	82
38	1140	419	875	87
39	1170	426	876	89
40	1200	445	876	80
41	1230	456	876	61
42	1260	451	887	46
43	1290	410	937	42
44	1320	372	981	48
45	1350	340	1018	53
46	1380	320	1047	53
47	1410	314	1054	55
48	1440	319	1056	54
