	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1170	0
2	60	26	1162	14
3	90	126	1053	50
4	120	250	929	85
5	150	350	819	119
6	180	411	758	145
7	210	455	724	162
8	240	484	695	205
9	270	513	663	230
10	300	556	616	259
11	330	570	604	273
12	360	575	604	282
13	390	585	578	312
14	420	593	559	339
15	450	605	548	363
16	480	609	548	379
17	510	612	554	387
18	540	616	562	404
19	570	605	558	430
20	600	519	552	452
21	630	398	551	469
22	660	295	564	476
23	690	229	574	485
24	720	185	561	515
25	750	160	551	541
26	780	126	546	569
27	810	86	552	577
28	840	78	553	583
29	870	76	556	600
30	900	71	554	623
31	930	62	541	643
32	960	57	544	654
33	990	58	557	660
34	1020	56	542	690
35	1050	56	526	713
36	1080	55	513	737
37	1110	56	508	752
38	1140	56	517	756
39	1170	53	528	768
40	1200	51	522	793
41	1230	54	514	811
42	1260	55	518	831
43	1290	59	526	837
44	1320	59	532	848
45	1350	53	525	867
46	1380	50	514	894
47	1410	50	503	915
48	1440	48	499	932
