	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1170
2	60	16	20	1171
3	90	58	122	1051
4	120	87	233	935
5	150	119	323	836
6	180	146	380	783
7	210	149	413	773
8	240	149	421	788
9	270	149	423	819
10	300	149	427	837
11	330	158	430	863
12	360	234	444	804
13	390	317	481	714
14	420	376	512	646
15	450	417	536	600
16	480	434	553	589
17	510	435	559	598
18	540	435	560	621
19	570	435	548	645
20	600	435	466	678
21	630	460	351	671
22	660	544	270	592
23	690	608	227	520
24	720	637	196	497
25	750	661	193	485
26	780	669	194	491
27	810	670	192	508
28	840	670	189	525
29	870	670	181	541
30	900	673	152	555
31	930	721	115	531
32	960	774	94	496
33	990	817	80	466
34	1020	834	76	461
35	1050	852	78	453
36	1080	854	79	459
37	1110	854	81	471
38	1140	854	77	488
39	1170	854	61	503
40	1200	862	48	511
41	1230	926	39	462
42	1260	970	39	426
43	1290	1007	35	399
44	1320	1036	39	382
45	1350	1040	43	387
46	1380	1043	45	402
47	1410	1044	44	419
48	1440	1044	43	438
