	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1190	0
2	60	14	1185	34
3	90	48	1086	138
4	120	82	950	258
5	150	106	828	374
6	180	135	755	448
7	210	140	737	487
8	240	142	749	497
9	270	142	779	499
10	300	152	789	502
11	330	216	719	522
12	360	268	657	550
13	390	310	590	593
14	420	338	550	620
15	450	347	555	629
16	480	350	572	636
17	510	350	585	637
18	540	350	607	637
19	570	383	587	623
20	600	430	553	529
21	630	467	518	429
22	660	498	499	324
23	690	525	494	232
24	720	528	512	196
25	750	529	531	182
26	780	529	553	179
27	810	538	564	178
28	840	587	520	169
29	870	629	483	149
30	900	660	459	118
31	930	673	452	89
32	960	683	455	82
33	990	684	471	76
34	1020	685	481	77
35	1050	688	486	79
36	1080	724	459	81
37	1110	772	433	77
38	1140	809	411	67
39	1170	828	408	59
40	1200	846	401	61
41	1230	847	423	58
42	1260	847	436	58
43	1290	847	444	61
44	1320	864	445	61
45	1350	900	420	57
46	1380	941	383	59
47	1410	963	366	55
48	1440	980	353	57
