	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1183	1
2	60	7	1183	28
3	90	33	1066	151
4	120	70	949	267
5	150	104	849	362
6	180	119	792	425
7	210	132	779	465
8	240	132	799	476
9	270	133	813	481
10	300	163	802	489
11	330	245	713	517
12	360	291	653	552
13	390	322	616	580
14	420	342	593	605
15	450	351	600	617
16	480	351	608	618
17	510	352	628	620
18	540	374	618	619
19	570	441	561	610
20	600	488	540	525
21	630	509	519	407
22	660	528	511	303
23	690	534	524	239
24	720	535	543	200
25	750	535	557	183
26	780	556	541	182
27	810	599	512	178
28	840	627	497	161
29	870	662	478	129
30	900	683	470	106
31	930	688	475	78
32	960	690	487	65
33	990	690	493	67
34	1020	708	496	66
35	1050	752	462	68
36	1080	786	438	64
37	1110	815	419	56
38	1140	835	413	45
39	1170	838	421	43
40	1200	840	427	39
41	1230	840	448	37
42	1260	855	445	36
43	1290	890	433	37
44	1320	926	408	38
45	1350	953	387	32
46	1380	976	379	32
47	1410	979	392	26
48	1440	981	402	26
