	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	2	7	1181
2	60	15	38	1170
3	90	38	150	1074
4	120	81	278	934
5	150	120	364	844
6	180	160	454	746
7	210	168	496	717
8	240	171	512	725
9	270	171	519	748
10	300	171	520	782
11	330	171	524	799
12	360	171	525	822
13	390	171	525	840
14	420	171	525	867
15	450	171	526	898
16	480	171	527	929
17	510	171	527	966
18	540	171	524	1005
19	570	174	500	1028
20	600	273	426	954
21	630	436	333	768
22	660	539	265	648
23	690	606	213	572
24	720	653	187	526
25	750	667	178	526
26	780	670	175	537
27	810	671	175	549
28	840	671	171	560
29	870	671	171	582
30	900	671	170	604
31	930	671	172	632
32	960	671	172	652
33	990	671	171	674
34	1020	671	172	690
35	1050	671	171	705
36	1080	671	171	731
37	1110	688	164	731
38	1140	790	144	630
39	1170	895	126	521
40	1200	967	112	441
41	1230	1009	92	413
42	1260	1030	89	407
43	1290	1036	90	410
44	1320	1037	89	422
45	1350	1037	88	434
46	1380	1037	88	450
47	1410	1037	88	461
48	1440	1037	86	479
