	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	2	1
2	60	1174	19	7
3	90	1066	128	36
4	120	936	262	59
5	150	831	366	83
6	180	770	436	104
7	210	749	468	112
8	240	760	474	114
9	270	780	474	115
10	300	798	475	115
11	330	816	476	118
12	360	790	484	161
13	390	710	519	236
14	420	640	559	296
15	450	583	589	342
16	480	556	607	364
17	510	556	613	369
18	540	570	613	369
19	570	593	603	369
20	600	609	520	369
21	630	626	380	371
22	660	576	280	427
23	690	518	213	491
24	720	475	187	534
25	750	447	188	565
26	780	440	192	582
27	810	442	197	587
28	840	462	196	587
29	870	479	192	587
30	900	498	161	587
31	930	508	120	590
32	960	477	93	638
33	990	443	72	692
34	1020	407	70	732
35	1050	402	72	748
36	1080	404	74	764
37	1110	415	73	766
38	1140	420	74	767
39	1170	437	71	767
40	1200	454	58	767
41	1230	454	46	773
42	1260	430	34	807
43	1290	391	33	856
44	1320	374	31	887
45	1350	357	36	913
46	1380	350	40	924
47	1410	359	43	927
48	1440	370	45	927
