	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1167	0
2	60	26	1167	13
3	90	115	1077	49
4	120	245	949	85
5	150	353	837	120
6	180	435	761	142
7	210	467	757	145
8	240	471	775	145
9	270	475	803	145
10	300	478	810	162
11	330	505	746	224
12	360	552	675	271
13	390	598	615	311
14	420	624	580	344
15	450	632	587	350
16	480	635	593	352
17	510	636	618	352
18	540	635	636	355
19	570	628	596	403
20	600	564	547	459
21	630	445	506	514
22	660	345	493	542
23	690	257	504	550
24	720	221	513	551
25	750	218	527	551
26	780	219	546	551
27	810	216	533	580
28	840	202	493	630
29	870	170	456	672
30	900	125	447	695
31	930	103	442	710
32	960	94	445	713
33	990	89	459	713
34	1020	89	471	713
35	1050	91	479	722
36	1080	89	451	763
37	1110	79	413	811
38	1140	70	383	846
39	1170	68	376	863
40	1200	63	382	871
41	1230	58	395	871
42	1260	56	409	872
43	1290	53	424	874
44	1320	58	405	909
45	1350	55	381	938
46	1380	52	347	976
47	1410	49	342	992
48	1440	42	344	997
