	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1165	0
2	60	27	1170	12
3	90	138	1062	47
4	120	270	924	81
5	150	368	823	112
6	180	436	767	136
7	210	484	723	149
8	240	501	725	151
9	270	505	738	151
10	300	505	753	158
11	330	520	719	198
12	360	547	645	264
13	390	562	610	304
14	420	593	558	341
15	450	613	537	356
16	480	626	542	357
17	510	628	563	358
18	540	630	584	358
19	570	619	590	370
20	600	528	558	411
21	630	403	532	456
22	660	300	513	488
23	690	243	486	514
24	720	187	485	524
25	750	166	500	524
26	780	164	510	526
27	810	165	524	528
28	840	158	526	546
29	870	138	488	591
30	900	131	459	628
31	930	110	442	655
32	960	89	422	679
33	990	79	425	685
34	1020	77	445	686
35	1050	75	452	686
36	1080	74	467	688
37	1110	71	446	722
38	1140	67	422	757
39	1170	67	400	784
40	1200	55	390	808
41	1230	54	400	819
42	1260	53	408	824
43	1290	51	431	825
44	1320	50	442	825
45	1350	49	449	832
46	1380	47	430	866
47	1410	44	394	915
48	1440	38	372	952
