	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1170	0
2	60	18	1157	33
3	90	51	1064	127
4	120	87	930	252
5	150	109	843	343
6	180	139	746	428
7	210	144	723	468
8	240	145	733	481
9	270	145	751	483
10	300	159	760	490
11	330	210	706	523
12	360	268	623	567
13	390	303	578	597
14	420	325	544	626
15	450	338	540	636
16	480	342	558	642
17	510	342	586	644
18	540	344	606	644
19	570	388	584	628
20	600	450	531	543
21	630	493	500	442
22	660	529	481	354
23	690	537	486	268
24	720	543	493	215
25	750	544	500	201
26	780	546	512	200
27	810	561	519	195
28	840	607	487	173
29	870	669	433	139
30	900	698	424	114
31	930	722	416	82
32	960	727	424	67
33	990	728	435	61
34	1020	729	451	60
35	1050	734	464	60
36	1080	779	437	61
37	1110	817	409	60
38	1140	852	384	54
39	1170	876	371	52
40	1200	887	370	46
41	1230	891	375	43
42	1260	891	386	43
43	1290	891	397	41
44	1320	902	399	41
45	1350	941	368	42
46	1380	972	344	36
47	1410	994	330	30
48	1440	1011	322	30
