	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1155	1	0
2	60	1159	13	25
3	90	1059	41	135
4	120	931	70	265
5	150	819	108	370
6	180	740	128	451
7	210	730	139	488
8	240	734	140	503
9	270	752	153	508
10	300	704	201	530
11	330	640	260	557
12	360	591	295	592
13	390	555	323	612
14	420	545	331	633
15	450	559	332	638
16	480	568	337	639
17	510	556	370	641
18	540	519	415	652
19	570	492	448	651
20	600	461	475	572
21	630	462	492	449
22	660	471	495	333
23	690	493	495	251
24	720	497	504	203
25	750	461	551	190
26	780	424	595	194
27	810	406	618	185
28	840	395	636	160
29	870	410	644	126
30	900	423	644	103
31	930	427	647	88
32	960	414	671	78
33	990	393	707	79
34	1020	371	734	83
35	1050	364	756	76
36	1080	361	768	65
37	1110	375	768	54
38	1140	384	768	46
39	1170	387	776	43
40	1200	373	809	42
41	1230	358	834	47
42	1260	345	854	44
43	1290	340	860	45
44	1320	354	861	40
45	1350	369	861	36
46	1380	374	865	35
47	1410	354	895	34
48	1440	344	919	35
