	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1172	9
2	60	10	1185	27
3	90	51	1102	117
4	120	86	964	257
5	150	115	865	365
6	180	135	814	443
7	210	140	783	485
8	240	140	813	493
9	270	167	802	505
10	300	214	742	540
11	330	249	692	585
12	360	279	640	625
13	390	302	609	651
14	420	310	616	665
15	450	310	628	671
16	480	321	631	672
17	510	362	610	681
18	540	406	581	682
19	570	445	553	685
20	600	465	554	611
21	630	472	560	481
22	660	473	573	372
23	690	480	580	292
24	720	521	553	248
25	750	570	512	236
26	780	597	507	231
27	810	622	489	207
28	840	633	497	165
29	870	636	515	120
30	900	639	533	91
31	930	671	511	76
32	960	705	496	75
33	990	744	465	77
34	1020	759	467	72
35	1050	771	467	64
36	1080	775	468	59
37	1110	777	477	55
38	1140	797	469	51
39	1170	827	455	49
40	1200	855	436	53
41	1230	883	419	55
42	1260	897	406	57
43	1290	900	416	58
44	1320	900	429	53
45	1350	920	417	51
46	1380	954	394	56
47	1410	980	378	56
48	1440	998	363	59
