	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1181	1	1
2	60	1173	31	15
3	90	1084	135	40
4	120	960	260	65
5	150	864	354	90
6	180	785	433	109
7	210	777	455	112
8	240	803	460	114
9	270	817	460	114
10	300	852	461	114
11	330	877	462	114
12	360	874	469	134
13	390	757	493	241
14	420	680	534	306
15	450	620	565	363
16	480	589	584	393
17	510	588	593	401
18	540	594	598	404
19	570	625	580	404
20	600	646	494	404
21	630	664	369	404
22	660	673	266	409
23	690	619	192	480
24	720	542	171	560
25	750	494	182	613
26	780	458	195	649
27	810	463	197	656
28	840	474	200	656
29	870	485	196	656
30	900	506	178	656
31	930	529	136	656
32	960	543	104	657
33	990	532	82	693
34	1020	474	78	761
35	1050	433	82	800
36	1080	415	85	825
37	1110	410	88	842
38	1140	406	90	848
39	1170	418	90	848
40	1200	432	82	848
41	1230	449	71	848
42	1260	466	55	848
43	1290	461	41	865
44	1320	406	38	931
45	1350	366	39	977
46	1380	340	48	1006
47	1410	328	53	1028
48	1440	343	53	1032
