	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1160	3	0
2	60	1143	31	10
3	90	1023	143	47
4	120	892	258	82
5	150	807	347	108
6	180	758	410	125
7	210	740	445	128
8	240	753	457	128
9	270	779	459	128
10	300	790	463	140
11	330	738	480	196
12	360	649	523	269
13	390	607	550	307
14	420	588	571	325
15	450	590	581	336
16	480	607	582	338
17	510	620	585	338
18	540	633	584	339
19	570	607	574	376
20	600	570	490	420
21	630	529	373	464
22	660	505	295	495
23	690	509	237	509
24	720	520	195	517
25	750	532	183	517
26	780	546	181	517
27	810	550	181	533
28	840	516	173	582
29	870	481	138	626
30	900	462	114	657
31	930	451	105	680
32	960	466	93	683
33	990	476	91	684
34	1020	488	89	684
35	1050	503	89	685
36	1080	488	86	716
37	1110	445	78	770
38	1140	420	70	806
39	1170	409	64	824
40	1200	411	56	837
41	1230	421	55	840
42	1260	436	56	840
43	1290	448	53	840
44	1320	442	55	856
45	1350	408	50	898
46	1380	375	50	939
47	1410	356	50	960
48	1440	352	53	976
