	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1175	3	0
2	60	1189	25	11
3	90	1085	130	48
4	120	951	256	73
5	150	835	364	104
6	180	765	434	123
7	210	736	480	132
8	240	749	491	133
9	270	763	493	133
10	300	743	496	162
11	330	677	521	224
12	360	626	554	265
13	390	604	575	295
14	420	577	597	317
15	450	582	606	324
16	480	595	610	326
17	510	612	611	326
18	540	623	610	340
19	570	590	613	382
20	600	541	533	434
21	630	517	419	462
22	660	499	311	483
23	690	505	249	491
24	720	514	195	494
25	750	538	182	494
26	780	556	180	500
27	810	530	181	541
28	840	491	168	590
29	870	452	140	633
30	900	422	124	668
31	930	419	107	679
32	960	426	99	680
33	990	446	94	680
34	1020	462	95	683
35	1050	453	95	718
36	1080	424	86	757
37	1110	394	71	796
38	1140	385	66	816
39	1170	386	59	827
40	1200	405	54	827
41	1230	425	50	827
42	1260	438	48	830
43	1290	429	49	854
44	1320	401	51	895
45	1350	385	48	925
46	1380	371	50	951
47	1410	366	49	963
48	1440	374	43	967
