	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1174	1
2	60	17	1160	27
3	90	48	1057	136
4	120	90	925	258
5	150	113	824	365
6	180	135	745	441
7	210	140	757	467
8	240	140	772	474
9	270	140	785	478
10	300	141	808	479
11	330	176	803	483
12	360	260	715	507
13	390	320	638	550
14	420	364	578	589
15	450	395	537	611
16	480	402	526	625
17	510	402	540	627
18	540	402	556	627
19	570	402	572	616
20	600	418	565	527
21	630	478	514	410
22	660	530	465	312
23	690	557	446	232
24	720	577	434	210
25	750	581	442	204
26	780	582	448	202
27	810	582	460	203
28	840	582	481	201
29	870	594	481	179
30	900	640	441	142
31	930	674	415	107
32	960	703	394	90
33	990	721	389	73
34	1020	727	397	72
35	1050	729	414	73
36	1080	729	432	70
37	1110	729	441	69
38	1140	739	449	62
39	1170	776	430	53
40	1200	823	391	44
41	1230	851	372	40
42	1260	876	358	36
43	1290	880	360	40
44	1320	884	373	39
45	1350	884	390	39
46	1380	884	399	40
47	1410	891	404	42
48	1440	926	378	39
