	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1190	1
2	60	8	1199	24
3	90	41	1083	142
4	120	83	954	258
5	150	113	842	367
6	180	124	783	441
7	210	131	764	475
8	240	131	785	482
9	270	131	808	482
10	300	149	816	486
11	330	226	733	508
12	360	279	675	535
13	390	312	628	569
14	420	340	602	591
15	450	355	605	606
16	480	360	613	610
17	510	360	634	614
18	540	361	656	614
19	570	400	629	602
20	600	452	583	512
21	630	495	544	395
22	660	530	511	309
23	690	544	507	234
24	720	546	518	189
25	750	548	535	183
26	780	548	548	185
27	810	561	551	184
28	840	619	507	173
29	870	686	447	148
30	900	724	416	119
31	930	746	400	102
32	960	751	404	89
33	990	754	413	89
34	1020	754	428	85
35	1050	756	442	82
36	1080	791	417	80
37	1110	837	379	77
38	1140	869	357	73
39	1170	883	352	61
40	1200	891	356	54
41	1230	894	362	50
42	1260	894	373	48
43	1290	894	382	46
44	1320	905	383	43
45	1350	929	360	44
46	1380	957	349	41
47	1410	970	341	37
48	1440	979	351	35
