	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1171	1
2	60	22	1165	17
3	90	121	1082	46
4	120	249	942	85
5	150	373	814	123
6	180	433	766	144
7	210	483	726	149
8	240	491	735	149
9	270	494	758	150
10	300	495	767	155
11	330	512	705	218
12	360	539	634	277
13	390	571	574	318
14	420	585	553	349
15	450	589	560	358
16	480	601	569	360
17	510	604	588	360
18	540	603	606	360
19	570	597	613	374
20	600	526	575	430
21	630	409	530	476
22	660	289	504	508
23	690	212	499	527
24	720	165	512	535
25	750	155	532	536
26	780	151	547	536
27	810	152	573	539
28	840	145	551	576
29	870	123	508	628
30	900	94	471	675
31	930	81	449	705
32	960	81	443	722
33	990	70	452	724
34	1020	69	461	726
35	1050	67	477	726
36	1080	67	475	739
37	1110	62	452	777
38	1140	53	419	813
39	1170	51	406	841
40	1200	50	383	870
41	1230	48	383	880
42	1260	47	390	882
43	1290	48	405	882
44	1320	49	416	882
45	1350	46	415	904
46	1380	43	391	941
47	1410	45	350	984
48	1440	46	342	1004
