	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1165
2	60	16	37	1155
3	90	55	140	1038
4	120	93	265	904
5	150	125	354	815
6	180	146	418	754
7	210	151	448	748
8	240	152	455	769
9	270	152	459	789
10	300	152	461	800
11	330	152	461	832
12	360	152	463	861
13	390	152	463	886
14	420	152	467	917
15	450	152	467	946
16	480	152	471	967
17	510	152	471	990
18	540	152	470	1017
19	570	152	448	1047
20	600	203	365	1021
21	630	387	277	827
22	660	506	229	690
23	690	590	207	578
24	720	639	192	529
25	750	646	191	532
26	780	647	190	543
27	810	647	188	560
28	840	647	189	577
29	870	647	189	601
30	900	647	190	621
31	930	647	188	644
32	960	647	187	663
33	990	647	187	677
34	1020	647	188	707
35	1050	647	187	729
36	1080	647	187	759
37	1110	647	184	771
38	1140	668	152	773
39	1170	788	118	657
40	1200	901	100	525
41	1230	965	96	452
42	1260	1016	100	398
43	1290	1024	101	400
44	1320	1026	102	407
45	1350	1026	101	421
46	1380	1026	99	433
47	1410	1026	100	444
48	1440	1026	99	464
