	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	2	1
2	60	1167	34	12
3	90	1067	133	49
4	120	939	252	85
5	150	834	354	123
6	180	777	424	141
7	210	761	456	147
8	240	780	463	147
9	270	801	468	147
10	300	836	475	147
11	330	856	477	150
12	360	841	488	193
13	390	735	526	285
14	420	648	567	351
15	450	602	604	384
16	480	580	627	401
17	510	581	639	409
18	540	598	641	409
19	570	616	616	409
20	600	635	532	409
21	630	662	416	411
22	660	627	323	460
23	690	555	258	537
24	720	498	235	598
25	750	477	229	627
26	780	471	233	641
27	810	480	229	643
28	840	488	230	643
29	870	512	221	643
30	900	524	192	643
31	930	543	148	644
32	960	515	117	684
33	990	473	96	737
34	1020	434	92	783
35	1050	418	94	813
36	1080	414	96	825
37	1110	428	97	826
38	1140	436	94	827
39	1170	445	90	827
40	1200	458	75	827
41	1230	468	64	827
42	1260	450	54	867
43	1290	400	51	929
44	1320	367	54	971
45	1350	359	53	993
46	1380	350	57	1010
47	1410	359	56	1013
48	1440	365	57	1014
