	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	0
2	60	1162	10	29
3	90	1052	40	152
4	120	942	72	269
5	150	823	100	387
6	180	749	129	450
7	210	742	134	476
8	240	751	138	491
9	270	769	139	494
10	300	781	148	496
11	330	737	202	510
12	360	661	270	547
13	390	601	315	580
14	420	555	360	600
15	450	540	384	618
16	480	546	387	631
17	510	560	387	636
18	540	570	387	638
19	570	580	397	625
20	600	551	441	529
21	630	520	474	400
22	660	503	508	302
23	690	491	540	225
24	720	489	550	199
25	750	505	556	185
26	780	514	556	179
27	810	535	556	177
28	840	539	571	171
29	870	494	623	142
30	900	465	669	113
31	930	433	710	95
32	960	408	741	83
33	990	405	748	72
34	1020	425	748	66
35	1050	453	748	66
36	1080	470	749	65
37	1110	462	773	66
38	1140	430	809	63
39	1170	402	851	58
40	1200	397	872	55
41	1230	395	882	55
42	1260	410	885	52
43	1290	421	887	55
44	1320	442	887	54
45	1350	453	890	52
46	1380	441	916	47
47	1410	410	964	45
48	1440	370	1009	46
