	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1183	0	3
2	60	1174	15	30
3	90	1074	47	132
4	120	932	82	262
5	150	832	108	362
6	180	734	144	450
7	210	707	153	495
8	240	710	155	510
9	270	730	155	517
10	300	756	155	520
11	330	780	155	522
12	360	804	155	525
13	390	838	155	526
14	420	871	155	527
15	450	890	155	527
16	480	924	155	527
17	510	952	155	527
18	540	968	155	529
19	570	994	158	514
20	600	919	250	442
21	630	758	403	363
22	660	642	504	279
23	690	566	569	232
24	720	529	596	206
25	750	536	603	191
26	780	553	603	186
27	810	575	604	183
28	840	593	604	182
29	870	615	604	181
30	900	637	604	179
31	930	663	604	179
32	960	688	604	181
33	990	716	604	181
34	1020	741	604	182
35	1050	762	604	179
36	1080	788	604	179
37	1110	798	615	173
38	1140	721	714	145
39	1170	584	850	119
40	1200	506	939	94
41	1230	448	994	85
42	1260	432	1017	79
43	1290	426	1025	85
44	1320	434	1027	87
45	1350	445	1027	85
46	1380	462	1027	84
47	1410	475	1027	85
48	1440	490	1027	84
