	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1168	0	3
2	60	1159	15	28
3	90	1059	48	120
4	120	931	85	233
5	150	846	113	316
6	180	768	136	401
7	210	747	144	432
8	240	751	147	444
9	270	784	147	448
10	300	789	166	449
11	330	743	224	462
12	360	665	289	501
13	390	613	339	535
14	420	568	373	559
15	450	573	383	570
16	480	591	384	574
17	510	608	384	574
18	540	626	384	572
19	570	618	411	558
20	600	550	483	484
21	630	517	522	391
22	660	481	563	309
23	690	477	585	235
24	720	486	588	195
25	750	504	588	181
26	780	528	588	174
27	810	535	600	178
28	840	503	646	171
29	870	476	691	145
30	900	459	713	109
31	930	447	732	90
32	960	456	737	81
33	990	465	740	76
34	1020	483	740	77
35	1050	502	742	77
36	1080	478	769	80
37	1110	444	815	75
38	1140	425	841	70
39	1170	418	866	55
40	1200	419	877	51
41	1230	431	880	51
42	1260	444	880	48
43	1290	460	880	50
44	1320	458	888	47
45	1350	424	936	47
46	1380	397	970	49
47	1410	385	995	47
48	1440	368	1019	44
