	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1166	3	0
2	60	1155	34	10
3	90	1063	127	39
4	120	934	249	74
5	150	807	363	108
6	180	745	428	130
7	210	726	465	137
8	240	739	471	139
9	270	758	474	139
10	300	773	477	150
11	330	711	497	215
12	360	636	530	279
13	390	586	557	321
14	420	560	583	348
15	450	555	588	368
16	480	573	593	369
17	510	592	594	370
18	540	604	593	372
19	570	583	578	406
20	600	555	510	447
21	630	511	407	495
22	660	486	294	526
23	690	480	237	541
24	720	496	198	543
25	750	514	185	544
26	780	536	183	544
27	810	530	180	560
28	840	487	182	613
29	870	442	158	666
30	900	435	125	691
31	930	434	105	704
32	960	448	95	712
33	990	455	89	716
34	1020	473	88	716
35	1050	488	89	719
36	1080	474	86	750
37	1110	424	81	807
38	1140	402	75	843
39	1170	387	64	869
40	1200	383	56	881
41	1230	390	53	883
42	1260	400	52	885
43	1290	417	53	885
44	1320	421	55	891
45	1350	402	46	917
46	1380	375	45	952
47	1410	357	46	980
48	1440	338	50	1001
