	time	tnf
0	0	0.0
1	30	8496.054926405135
2	60	3722.2472981116875
3	90	1630.1420939140537
4	120	713.4199284462154
5	150	311.9292064095929
6	180	136.23137923228686
7	210	59.4406590002096
8	240	25.916285874970686
9	270	11.293838060318901
10	300	4.920033190166829
11	330	2.1428931654335797
12	360	0.9331501691875085
13	390	0.4062857258382791
14	420	0.1768644398624834
15	450	0.07698079877107132
16	480	0.03350171337688759
17	510	0.014577585728811947
18	540	8445.000402432303
19	570	7408.483565623111
20	600	3245.648745870416
21	630	1421.4171965576797
22	660	622.2414885210939
23	690	272.22225070671124
24	720	119.01343911654462
25	750	51.99805525357206
26	780	22.70503621071182
27	810	9.910165367181454
28	840	4.324321487776274
29	870	1.886557678560165
30	900	0.8229022929616322
31	930	0.3588906212143646
32	960	0.1565007246127207
33	990	0.06823490330520611
34	1020	0.029746825090367378
35	1050	0.012966171275138364
36	1080	9054.046883637498
37	1110	6456.431169811283
38	1140	2828.270470471775
39	1170	1238.5737621682924
40	1200	542.199616934809
41	1230	237.22786984985413
42	1260	103.72595828356769
43	1290	45.32567269778222
44	1320	19.796400847917226
45	1350	8.64326957236712
46	1380	3.7728154611538347
47	1410	1.6465384165668542
48	1440	0.7184689610515921
