	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1168
2	60	33	23	1151
3	90	122	62	1054
4	120	236	91	948
5	150	327	118	862
6	180	400	140	804
7	210	441	149	793
8	240	456	152	799
9	270	459	153	816
10	300	464	153	847
11	330	467	153	875
12	360	470	153	892
13	390	471	153	917
14	420	471	153	952
15	450	474	153	973
16	480	475	155	1005
17	510	483	229	955
18	540	524	354	813
19	570	547	473	678
20	600	489	536	620
21	630	408	578	571
22	660	315	588	575
23	690	243	589	601
24	720	195	589	622
25	750	176	589	661
26	780	172	589	683
27	810	168	589	704
28	840	166	589	733
29	870	168	589	756
30	900	168	589	780
31	930	168	590	803
32	960	168	642	774
33	990	185	757	650
34	1020	200	846	562
35	1050	181	908	508
36	1080	148	946	473
37	1110	119	956	479
38	1140	97	959	490
39	1170	86	959	498
40	1200	83	959	513
41	1230	84	959	534
42	1260	84	959	551
43	1290	83	959	577
44	1320	85	959	601
45	1350	86	959	621
46	1380	85	959	640
47	1410	84	993	629
48	1440	93	1072	557
