	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1166	1	0
2	60	1157	14	28
3	90	1038	43	140
4	120	892	87	283
5	150	807	121	367
6	180	728	144	452
7	210	714	147	491
8	240	726	147	498
9	270	743	147	498
10	300	779	147	499
11	330	783	175	504
12	360	709	249	530
13	390	626	310	573
14	420	587	347	596
15	450	564	366	623
16	480	562	374	630
17	510	578	375	633
18	540	605	376	635
19	570	624	376	623
20	600	615	395	529
21	630	564	451	392
22	660	505	506	302
23	690	472	542	239
24	720	452	573	193
25	750	452	579	188
26	780	459	581	186
27	810	480	581	186
28	840	496	581	182
29	870	505	583	160
30	900	483	622	127
31	930	437	671	103
32	960	418	701	84
33	990	411	728	75
34	1020	417	740	73
35	1050	426	744	74
36	1080	443	744	75
37	1110	454	744	75
38	1140	470	744	68
39	1170	465	757	56
40	1200	423	813	48
41	1230	398	843	49
42	1260	384	871	46
43	1290	375	890	49
44	1320	374	900	50
45	1350	383	900	50
46	1380	398	900	48
47	1410	415	900	47
48	1440	419	909	42
