	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	1	1182
2	60	40	15	1167
3	90	139	45	1077
4	120	270	76	949
5	150	389	102	834
6	180	466	125	763
7	210	510	130	735
8	240	520	131	749
9	270	522	131	773
10	300	530	160	753
11	330	559	223	685
12	360	592	263	631
13	390	625	292	586
14	420	643	313	570
15	450	660	320	572
16	480	660	321	594
17	510	661	323	618
18	540	664	349	617
19	570	655	395	586
20	600	573	429	557
21	630	446	454	551
22	660	347	476	539
23	690	254	483	549
24	720	200	484	567
25	750	188	485	592
26	780	189	507	591
27	810	185	559	560
28	840	167	608	524
29	870	142	634	511
30	900	110	657	501
31	930	90	664	517
32	960	70	666	528
33	990	70	666	542
34	1020	71	686	536
35	1050	72	735	504
36	1080	69	772	475
37	1110	64	795	465
38	1140	58	815	454
39	1170	54	823	461
40	1200	50	823	471
41	1230	49	823	491
42	1260	52	840	483
43	1290	52	882	449
44	1320	54	920	427
45	1350	54	941	425
46	1380	53	956	416
47	1410	49	957	424
48	1440	48	958	440
