	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1184	0	1
2	60	1178	15	30
3	90	1063	49	141
4	120	911	82	277
5	150	804	109	379
6	180	754	122	450
7	210	745	123	479
8	240	756	133	487
9	270	721	174	505
10	300	670	220	537
11	330	614	253	572
12	360	591	272	593
13	390	593	279	604
14	420	609	281	604
15	450	610	297	610
16	480	574	337	625
17	510	539	371	639
18	540	530	395	645
19	570	530	411	632
20	600	543	414	545
21	630	557	418	401
22	660	532	450	299
23	690	506	495	222
24	720	496	522	196
25	750	492	547	190
26	780	496	553	182
27	810	510	553	147
28	840	513	564	117
29	870	502	596	97
30	900	474	634	89
31	930	456	662	94
32	960	461	675	91
33	990	473	676	75
34	1020	495	680	66
35	1050	486	704	59
36	1080	469	738	55
37	1110	458	764	55
38	1140	442	792	58
39	1170	453	798	60
40	1200	474	801	55
41	1230	483	807	49
42	1260	462	843	45
43	1290	423	896	44
44	1320	402	927	44
45	1350	402	944	46
46	1380	406	948	44
47	1410	413	949	36
48	1440	417	972	34
