	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	3	0
2	60	1153	40	17
3	90	1073	136	43
4	120	949	264	75
5	150	855	357	108
6	180	753	450	138
7	210	713	506	146
8	240	723	513	147
9	270	742	514	147
10	300	772	514	147
11	330	795	515	147
12	360	824	515	147
13	390	855	516	147
14	420	891	518	147
15	450	925	520	147
16	480	955	523	147
17	510	970	523	147
18	540	994	527	147
19	570	1003	503	167
20	600	870	449	292
21	630	723	376	415
22	660	601	324	514
23	690	536	257	563
24	720	507	209	593
25	750	507	204	603
26	780	527	203	603
27	810	546	205	603
28	840	563	205	603
29	870	579	205	603
30	900	597	204	603
31	930	618	202	603
32	960	644	200	603
33	990	672	198	603
34	1020	693	199	603
35	1050	719	193	603
36	1080	739	194	603
37	1110	720	175	645
38	1140	602	141	765
39	1170	502	110	858
40	1200	430	92	923
41	1230	390	88	961
42	1260	378	81	978
43	1290	379	80	979
44	1320	399	79	979
45	1350	419	80	979
46	1380	435	79	979
47	1410	452	79	979
48	1440	472	79	979
