	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1162	0	3
2	60	1165	16	22
3	90	1041	52	135
4	120	944	87	237
5	150	848	117	334
6	180	772	145	413
7	210	739	157	458
8	240	740	157	474
9	270	772	157	474
10	300	794	157	479
11	330	820	157	481
12	360	845	157	481
13	390	859	157	485
14	420	890	157	487
15	450	919	157	488
16	480	959	157	488
17	510	994	157	491
18	540	1035	157	492
19	570	1047	178	480
20	600	916	303	420
21	630	768	438	342
22	660	659	522	285
23	690	580	593	232
24	720	547	622	204
25	750	544	627	192
26	780	564	627	194
27	810	594	627	193
28	840	619	627	191
29	870	636	627	192
30	900	656	627	189
31	930	684	627	186
32	960	714	627	187
33	990	738	627	191
34	1020	760	627	191
35	1050	777	627	191
36	1080	802	627	191
37	1110	795	664	174
38	1140	677	794	144
39	1170	562	903	118
40	1200	491	972	112
41	1230	453	1012	99
42	1260	456	1017	94
43	1290	466	1017	92
44	1320	475	1017	91
45	1350	486	1017	92
46	1380	511	1017	91
47	1410	537	1017	92
48	1440	549	1017	94
