	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1168	0
2	60	22	1159	12
3	90	109	1078	41
4	120	243	945	69
5	150	356	829	100
6	180	431	757	119
7	210	458	745	127
8	240	467	763	128
9	270	468	783	136
10	300	478	758	178
11	330	507	672	256
12	360	546	612	297
13	390	575	571	334
14	420	582	576	346
15	450	591	587	351
16	480	591	610	351
17	510	592	614	358
18	540	600	576	402
19	570	599	534	444
20	600	547	510	478
21	630	413	497	502
22	660	311	498	515
23	690	227	508	518
24	720	187	528	518
25	750	173	534	530
26	780	179	504	566
27	810	176	466	611
28	840	153	445	638
29	870	125	421	667
30	900	93	429	672
31	930	83	442	672
32	960	74	461	673
33	990	74	463	689
34	1020	77	442	731
35	1050	81	429	753
36	1080	70	416	774
37	1110	65	412	787
38	1140	61	417	789
39	1170	54	427	789
40	1200	56	439	791
41	1230	60	433	811
42	1260	63	414	840
43	1290	64	391	869
44	1320	63	370	897
45	1350	53	377	905
46	1380	50	383	905
47	1410	50	397	905
48	1440	50	405	906
