	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	0	0
2	60	1158	11	22
3	90	1059	41	125
4	120	922	72	262
5	150	840	104	345
6	180	809	112	398
7	210	813	115	415
8	240	833	116	418
9	270	858	116	419
10	300	878	116	419
11	330	899	116	420
12	360	918	118	422
13	390	910	157	429
14	420	786	263	470
15	450	660	351	527
16	480	591	393	572
17	510	567	412	591
18	540	573	414	599
19	570	587	414	589
20	600	606	414	505
21	630	632	414	367
22	660	651	414	271
23	690	674	414	211
24	720	677	429	192
25	750	598	528	196
26	780	530	603	206
27	810	500	641	220
28	840	492	664	223
29	870	504	668	226
30	900	537	668	224
31	930	556	668	191
32	960	579	668	136
33	990	600	668	88
34	1020	614	668	67
35	1050	611	687	58
36	1080	545	768	60
37	1110	489	834	67
38	1140	468	868	74
39	1170	453	888	78
40	1200	469	898	81
41	1230	480	898	81
42	1260	499	898	73
43	1290	508	898	64
44	1320	522	898	57
45	1350	543	898	49
46	1380	560	904	47
47	1410	508	974	46
48	1440	436	1056	51
