	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1165
2	60	24	13	1158
3	90	134	46	1047
4	120	271	78	908
5	150	368	113	808
6	180	439	136	748
7	210	472	150	726
8	240	485	151	733
9	270	493	172	727
10	300	514	214	688
11	330	550	274	615
12	360	576	310	565
13	390	585	332	548
14	420	600	337	546
15	450	603	339	564
16	480	606	344	576
17	510	615	380	542
18	540	627	427	496
19	570	618	460	467
20	600	538	485	452
21	630	402	491	461
22	660	300	494	468
23	690	224	495	477
24	720	180	511	474
25	750	169	548	449
26	780	173	587	411
27	810	155	609	391
28	840	119	623	388
29	870	92	626	398
30	900	83	626	410
31	930	70	637	415
32	960	66	666	396
33	990	67	696	384
34	1020	68	711	380
35	1050	58	729	375
36	1080	50	733	380
37	1110	44	735	396
38	1140	41	742	397
39	1170	41	766	383
40	1200	43	800	360
41	1230	46	829	335
42	1260	43	838	336
43	1290	39	845	335
44	1320	36	845	349
45	1350	34	845	361
46	1380	34	870	347
47	1410	36	903	324
48	1440	43	928	300
