	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1172	2	0
2	60	1170	33	11
3	90	1062	142	47
4	120	946	263	74
5	150	839	366	96
6	180	754	445	119
7	210	735	485	124
8	240	752	491	126
9	270	774	493	126
10	300	801	494	126
11	330	825	496	126
12	360	849	497	126
13	390	889	498	126
14	420	921	498	129
15	450	869	508	197
16	480	728	549	319
17	510	635	591	394
18	540	568	623	450
19	570	527	626	487
20	600	533	558	490
21	630	553	433	491
22	660	569	320	492
23	690	586	235	492
24	720	607	185	492
25	750	629	175	492
26	780	650	173	492
27	810	662	174	496
28	840	638	175	549
29	870	553	192	640
30	900	493	204	707
31	930	453	215	748
32	960	444	217	768
33	990	447	186	774
34	1020	462	143	774
35	1050	479	110	774
36	1080	497	85	774
37	1110	514	67	774
38	1140	528	66	774
39	1170	541	70	774
40	1200	561	70	774
41	1230	522	75	819
42	1260	443	86	905
43	1290	380	93	970
44	1320	344	98	1012
45	1350	329	98	1038
46	1380	326	88	1043
47	1410	334	71	1043
48	1440	344	63	1043
