	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1176	0
2	60	26	1194	12
3	90	140	1077	47
4	120	267	944	84
5	150	365	832	123
6	180	446	748	150
7	210	479	719	157
8	240	485	730	159
9	270	486	752	159
10	300	490	774	169
11	330	503	732	221
12	360	532	667	277
13	390	562	613	311
14	420	585	578	335
15	450	597	570	349
16	480	600	585	354
17	510	600	603	354
18	540	602	620	358
19	570	593	601	396
20	600	504	565	450
21	630	387	530	500
22	660	290	509	527
23	690	207	501	541
24	720	169	516	548
25	750	160	535	550
26	780	159	557	550
27	810	158	570	565
28	840	150	527	624
29	870	140	479	673
30	900	115	455	710
31	930	92	446	731
32	960	85	449	739
33	990	81	458	740
34	1020	82	474	740
35	1050	79	483	745
36	1080	76	473	769
37	1110	72	434	813
38	1140	67	425	835
39	1170	64	413	863
40	1200	60	416	871
41	1230	57	427	875
42	1260	57	442	875
43	1290	57	455	875
44	1320	57	464	884
45	1350	56	426	930
46	1380	51	399	962
47	1410	49	375	991
48	1440	49	359	1007
