	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	3	1164
2	60	9	29	1169
3	90	49	131	1060
4	120	79	249	932
5	150	117	335	829
6	180	142	413	756
7	210	154	445	739
8	240	157	461	743
9	270	158	462	767
10	300	158	462	793
11	330	158	462	812
12	360	158	463	838
13	390	158	467	860
14	420	158	468	899
15	450	158	469	928
16	480	158	469	959
17	510	158	472	984
18	540	158	473	1023
19	570	158	459	1058
20	600	158	376	1094
21	630	158	240	1116
22	660	158	156	1145
23	690	204	85	1121
24	720	352	80	969
25	750	514	116	782
26	780	624	153	661
27	810	683	180	601
28	840	708	202	566
29	870	710	206	575
30	900	710	207	590
31	930	710	204	608
32	960	710	203	626
33	990	710	205	644
34	1020	710	202	680
35	1050	710	202	696
36	1080	710	203	735
37	1110	710	206	759
38	1140	710	205	776
39	1170	710	208	800
40	1200	710	203	830
41	1230	710	171	848
42	1260	710	113	878
43	1290	710	73	916
44	1320	721	46	941
45	1350	848	32	836
46	1380	1017	45	671
47	1410	1110	59	579
48	1440	1175	78	511
