	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	2	1180	5
2	60	17	1170	35
3	90	47	1085	138
4	120	79	942	262
5	150	110	840	362
6	180	131	764	433
7	210	138	756	466
8	240	140	780	479
9	270	158	784	484
10	300	206	741	506
11	330	247	677	540
12	360	284	638	565
13	390	308	610	597
14	420	319	612	605
15	450	323	640	607
16	480	338	650	607
17	510	391	610	613
18	540	432	564	628
19	570	462	544	613
20	600	484	527	532
21	630	488	537	410
22	660	488	559	315
23	690	492	569	238
24	720	531	540	203
25	750	573	514	198
26	780	608	486	198
27	810	622	488	181
28	840	638	483	149
29	870	639	495	126
30	900	642	509	91
31	930	671	496	84
32	960	701	463	92
33	990	730	452	92
34	1020	754	436	91
35	1050	770	430	80
36	1080	772	445	68
37	1110	772	455	59
38	1140	792	452	53
39	1170	829	424	54
40	1200	861	401	59
41	1230	881	400	57
42	1260	890	404	50
43	1290	894	411	43
44	1320	896	425	40
45	1350	911	421	40
46	1380	954	385	45
47	1410	981	365	48
48	1440	996	357	53
