	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	5	0	1164
2	60	29	13	1159
3	90	114	53	1063
4	120	240	81	942
5	150	348	115	831
6	180	413	134	774
7	210	445	138	762
8	240	452	139	784
9	270	455	139	800
10	300	455	141	819
11	330	459	174	806
12	360	500	243	716
13	390	535	304	631
14	420	565	341	584
15	450	588	359	564
16	480	600	360	576
17	510	602	361	595
18	540	599	361	613
19	570	584	361	637
20	600	520	388	630
21	630	415	468	555
22	660	320	522	501
23	690	258	549	483
24	720	225	565	475
25	750	223	567	488
26	780	220	567	509
27	810	220	567	535
28	840	222	567	546
29	870	189	597	525
30	900	155	654	478
31	930	145	690	441
32	960	128	723	417
33	990	117	739	413
34	1020	115	742	421
35	1050	115	742	438
36	1080	113	742	454
37	1110	111	742	466
38	1140	100	760	461
39	1170	86	820	411
40	1200	76	849	391
41	1230	69	871	376
42	1260	66	883	376
43	1290	68	884	382
44	1320	72	886	388
45	1350	69	886	403
46	1380	67	886	422
47	1410	65	897	428
48	1440	51	934	406
