	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	1	1170
2	60	27	16	1165
3	90	123	53	1070
4	120	273	87	919
5	150	374	108	832
6	180	448	134	761
7	210	493	141	732
8	240	502	144	735
9	270	505	144	750
10	300	508	153	769
11	330	521	209	724
12	360	544	275	664
13	390	561	322	621
14	420	585	350	595
15	450	604	360	584
16	480	609	364	594
17	510	611	364	612
18	540	612	366	623
19	570	597	400	609
20	600	518	468	561
21	630	397	513	517
22	660	288	542	489
23	690	217	558	484
24	720	169	561	493
25	750	159	564	504
26	780	159	564	517
27	810	157	573	525
28	840	149	618	486
29	870	137	654	458
30	900	119	681	440
31	930	104	716	408
32	960	86	728	408
33	990	80	729	415
34	1020	81	729	427
35	1050	78	731	439
36	1080	78	758	426
37	1110	71	800	396
38	1140	67	830	367
39	1170	62	848	355
40	1200	54	863	350
41	1230	51	866	357
42	1260	47	866	372
43	1290	48	867	384
44	1320	48	874	386
45	1350	47	912	357
46	1380	42	939	340
47	1410	44	968	317
48	1440	37	988	305
