	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1177	2	2
2	60	1183	28	11
3	90	1097	122	42
4	120	938	275	73
5	150	848	363	95
6	180	775	440	119
7	210	751	485	123
8	240	766	491	124
9	270	791	494	124
10	300	798	499	139
11	330	743	516	198
12	360	662	551	265
13	390	615	578	307
14	420	574	604	332
15	450	571	617	341
16	480	584	621	343
17	510	590	625	344
18	540	615	624	345
19	570	599	612	378
20	600	541	534	438
21	630	515	395	467
22	660	484	306	500
23	690	472	238	524
24	720	483	190	531
25	750	498	179	532
26	780	503	179	532
27	810	506	177	549
28	840	476	165	585
29	870	444	138	627
30	900	436	111	656
31	930	433	91	668
32	960	449	75	672
33	990	460	70	672
34	1020	487	67	672
35	1050	499	68	673
36	1080	489	71	697
37	1110	442	62	746
38	1140	420	59	783
39	1170	408	48	809
40	1200	401	45	824
41	1230	405	44	830
42	1260	422	44	831
43	1290	438	41	831
44	1320	429	41	847
45	1350	397	43	888
46	1380	356	45	935
47	1410	348	45	952
48	1440	340	45	967
