	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1169	1
2	60	13	1159	35
3	90	40	1053	148
4	120	72	912	284
5	150	93	829	376
6	180	101	781	436
7	210	105	781	457
8	240	105	809	459
9	270	105	829	460
10	300	105	844	460
11	330	105	868	460
12	360	105	887	461
13	390	105	923	463
14	420	105	962	470
15	450	105	997	474
16	480	105	1028	477
17	510	126	1033	479
18	540	252	902	505
19	570	387	740	533
20	600	457	632	484
21	630	504	566	398
22	660	508	574	303
23	690	509	580	242
24	720	509	597	213
25	750	509	623	212
26	780	509	651	214
27	810	509	669	215
28	840	509	682	217
29	870	509	708	216
30	900	509	729	216
31	930	509	754	210
32	960	509	767	208
33	990	558	740	211
34	1020	677	628	230
35	1050	776	529	233
36	1080	831	463	203
37	1110	855	437	166
38	1140	857	450	126
39	1170	858	459	116
40	1200	858	472	109
41	1230	858	484	112
42	1260	858	497	111
43	1290	858	519	108
44	1320	858	540	108
45	1350	858	559	106
46	1380	858	575	106
47	1410	858	586	105
48	1440	861	600	104
