	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1175	2	0
2	60	1179	22	13
3	90	1089	111	44
4	120	973	228	79
5	150	836	350	119
6	180	761	419	142
7	210	750	460	147
8	240	753	474	147
9	270	786	476	147
10	300	800	478	162
11	330	756	498	217
12	360	679	538	278
13	390	627	563	321
14	420	600	585	347
15	450	575	603	369
16	480	597	606	373
17	510	617	607	373
18	540	632	608	375
19	570	618	595	405
20	600	574	538	459
21	630	529	430	497
22	660	515	329	522
23	690	517	247	535
24	720	524	208	541
25	750	540	191	541
26	780	558	187	541
27	810	568	187	545
28	840	524	174	602
29	870	478	141	657
30	900	446	117	693
31	930	430	102	714
32	960	436	84	725
33	990	441	85	728
34	1020	453	85	729
35	1050	473	84	730
36	1080	471	84	750
37	1110	446	79	779
38	1140	422	76	810
39	1170	397	62	847
40	1200	393	62	854
41	1230	402	60	858
42	1260	416	61	858
43	1290	430	61	858
44	1320	431	63	866
45	1350	411	67	901
46	1380	363	66	958
47	1410	337	62	989
48	1440	322	63	1005
