	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1172	1	1
2	60	1153	17	34
3	90	1056	49	133
4	120	935	81	261
5	150	854	102	342
6	180	784	136	412
7	210	766	145	449
8	240	771	146	460
9	270	796	146	463
10	300	805	161	466
11	330	763	208	478
12	360	700	265	505
13	390	640	318	530
14	420	609	346	555
15	450	599	359	571
16	480	607	359	582
17	510	630	359	585
18	540	648	363	584
19	570	648	387	570
20	600	568	477	500
21	630	531	516	375
22	660	500	549	300
23	690	489	570	238
24	720	497	577	200
25	750	521	578	185
26	780	532	578	182
27	810	539	581	182
28	840	514	622	176
29	870	480	665	155
30	900	464	694	138
31	930	452	714	118
32	960	455	725	106
33	990	464	731	94
34	1020	482	731	90
35	1050	487	731	92
36	1080	478	752	90
37	1110	452	790	86
38	1140	417	826	71
39	1170	404	845	65
40	1200	400	858	62
41	1230	402	866	61
42	1260	410	866	60
43	1290	422	866	61
44	1320	428	874	60
45	1350	398	917	58
46	1380	373	956	59
47	1410	359	982	52
48	1440	346	1006	53
